"Id","SalePrice"
1632,258416.344078336
1633,175328.892691931
1634,193622.145525882
1635,184565.667272305
1636,146332.932344605
1637,186705.135596674
1638,202580.069775317
1639,192211.202618814
1640,245804.101155482
1641,182920.096951099
1642,231929.087635825
1643,229197.09413398
1644,235403.276921071
1645,189491.423678499
1646,161589.816346817
1647,150989.679854644
1648,133604.349435855
1649,140078.855892138
1650,119274.740083452
1651,119195.758289888
1652,97997.7273992065
1653,105849.390531022
1654,144850.914598773
1655,128998.365630114
1656,142509.594672154
1657,148903.143884497
1658,150724.984792103
1659,122353.06949687
1660,160224.001226448
1661,425800.476389732
1662,385483.577198296
1663,372220.216136474
1664,482227.375637008
1665,304442.532286748
1666,314524.665666003
1667,355605.176077057
1668,326016.470145805
1669,272281.542010866
1670,344689.003783659
1671,265670.960054433
1672,394271.519731801
1673,292992.581812584
1674,239280.982231824
1675,203760.216850471
1676,206806.102446831
1677,233471.868989262
1678,413863.680784336
1679,366894.497727112
1680,340140.545459977
1681,249778.523646996
1682,307578.301037744
1683,191834.40139006
1684,175034.12346755
1685,181973.528948385
1686,181292.172768523
1687,171219.018681637
1688,192643.88858362
1689,194724.260316857
1690,202512.970857755
1691,194780.31922435
1692,249356.004261372
1693,165734.695051535
1694,186318.347635443
1695,164149.871024557
1696,281332.403682976
1697,169200.372802696
1698,347418.569028674
1699,322199.441011362
1700,265617.098765981
1701,268421.84409043
1702,260041.933689203
1703,266548.986133704
1704,265836.352948622
1705,229653.029562232
1706,388301.40345707
1707,222200.174248359
1708,219210.668596396
1709,257087.117198985
1710,219232.398075087
1711,259262.086562439
1712,274324.590677642
1713,251527.129797499
1714,220197.488279162
1715,209487.477093533
1716,180073.939337635
1717,175512.485367759
1718,132951.959305781
1719,209664.444223345
1720,220396.742233879
1721,154324.415110373
1722,121869.546607864
1723,151003.237016951
1724,213888.855273472
1725,242336.102282232
1726,181270.703769747
1727,154433.278435727
1728,180586.274855162
1729,164413.395876211
1730,155349.202839611
1731,120984.110712928
1732,131286.633604084
1733,118821.411628318
1734,123171.993540195
1735,123148.160463952
1736,114492.308173561
1737,292204.159868733
1738,220931.303880217
1739,223889.449035988
1740,235936.821499218
1741,208911.25967839
1742,167205.41317055
1743,175861.848895254
1744,279291.92646712
1745,219976.822066006
1746,188399.369352916
1747,228936.126708381
1748,218455.058055232
1749,150308.920548822
1750,131219.982734073
1751,241881.662881483
1752,120023.722528579
1753,149049.419243326
1754,196619.80271847
1755,167299.391018873
1756,121477.584373699
1757,117038.477970976
1758,148243.073382028
1759,166085.687057448
1760,170982.316644128
1761,144567.831806391
1762,179046.780054165
1763,188320.649954301
1764,123159.363058995
1765,156860.744455511
1766,181315.419327237
1767,199077.293490722
1768,143321.377408083
1769,176209.395375347
1770,145015.831335305
1771,124514.357490317
1772,142234.27116043
1773,130346.09877228
1774,146417.759845828
1775,137466.059127393
1776,131308.508586462
1777,112941.517409839
1778,152748.716734415
1779,137839.824161677
1780,170253.39192783
1781,135357.950597314
1782,95104.1612871254
1783,161478.463411871
1784,112192.160164909
1785,120263.013986078
1786,154187.857330537
1787,149417.371236386
1788,70066.4699818699
1789,99668.156144067
1790,95958.5701556345
1791,190460.794284824
1792,151695.434462062
1793,129527.332080287
1794,144128.967386808
1795,127289.248550246
1796,131483.689656758
1797,116072.786476391
1798,121455.40102062
1799,119216.454949844
1800,129177.265102378
1801,122683.272368931
1802,137791.291473438
1803,145998.336251947
1804,134033.965725853
1805,135182.803629041
1806,110592.094874696
1807,133117.317200275
1808,113418.80147574
1809,115676.800174017
1810,151632.504638076
1811,89776.5740937718
1812,101929.657545431
1813,120333.978029835
1814,99221.6621110798
1815,65072.6948185577
1816,109041.969038893
1817,124547.096381949
1818,155346.733488983
1819,128114.840814611
1820,72167.7374896271
1821,110220.98928862
1822,146878.303130608
1823,56492.177130596
1824,147360.109459655
1825,134357.10885554
1826,107617.443160122
1827,110730.499215224
1828,129031.906905702
1829,117591.074582192
1830,143134.99943613
1831,137402.270230671
1832,78194.0821600078
1833,131146.111648637
1834,128370.390465652
1835,122846.400614185
1836,110350.498934482
1837,95728.8590516598
1838,113290.660498564
1839,86716.4116697309
1840,144765.342459883
1841,132771.518134737
1842,99589.8998366707
1843,134179.451929655
1844,142241.47176201
1845,154872.821882422
1846,154984.285995949
1847,179757.608933946
1848,64069.9108155277
1849,106111.9459002
1850,122040.314683476
1851,146850.18590289
1852,128619.876275829
1853,129144.124836252
1854,164828.516380822
1855,147621.148668646
1856,221760.090745389
1857,134148.379555733
1858,129558.878977789
1859,117033.759631728
1860,145042.216234178
1861,116277.193306996
1862,296521.027365635
1863,278852.695149999
1864,278918.102654161
1865,334087.818977465
1866,320731.382437639
1867,238447.088047159
1868,270345.967479674
1869,212388.634533314
1870,231362.266298587
1871,253835.927869493
1872,184061.595488891
1873,241080.503569446
1874,149833.729242774
1875,201813.206194157
1876,200407.271342293
1877,200710.440978414
1878,200400.706334976
1879,136507.443672624
1880,122674.916960098
1881,241296.417183217
1882,239665.783856918
1883,180983.332418917
1884,206507.386779772
1885,227831.617409046
1886,270527.043731384
1887,212978.374789009
1888,248954.208939727
1889,183554.731274404
1890,139296.089639624
1891,131875.628224741
1892,102447.919052232
1893,129280.821793518
1894,126830.928503363
1895,143505.59977808
1896,128350.603537958
1897,114680.381483455
1898,119540.415875736
1899,156403.771506399
1900,144835.285367331
1901,169884.805349827
1902,161057.616983911
1903,229382.289038164
1904,144423.626851516
1905,204614.04060078
1906,132047.108638499
1907,219670.301741672
1908,105867.46023183
1909,134847.047105403
1910,120738.795780353
1911,215988.067323786
1912,289249.617746107
1913,154048.853175194
1914,76963.643233758
1915,283616.683012342
1916,71317.3478021533
1917,236989.701192254
1918,140121.844399497
1919,168793.93502103
1920,150018.251026567
1921,364084.197071674
1922,310627.903605063
1923,226799.256069181
1924,246952.203641337
1925,204692.527621233
1926,338723.316757913
1927,135163.774423817
1928,159056.219419358
1929,119774.616340706
1930,133378.941521506
1931,138970.585740136
1932,135115.639988057
1933,189585.395847028
1934,178444.822194672
1935,177303.890352247
1936,199743.609472613
1937,190028.452100861
1938,179514.675432149
1939,255425.376252287
1940,182521.650644691
1941,163690.557252618
1942,166183.307630338
1943,245506.77142176
1944,363764.815990449
1945,356186.609656704
1946,149227.122884509
1947,316320.673733996
1948,168972.302809797
1949,222283.228953111
1950,177178.549649597
1951,246068.134752533
1952,202439.328780446
1953,161653.65965384
1954,190421.212934189
1955,135984.576226664
1956,307717.100349935
1957,152535.683557183
1958,280557.964278601
1959,144632.150824693
1960,118891.659964983
1961,118290.749562452
1962,95514.4018861134
1963,106820.680859812
1964,109198.858204183
1965,144146.882658447
1966,133982.832427266
1967,285656.569557584
1968,385564.63648642
1969,354193.708209031
1970,392674.439724779
1971,433998.616991199
1972,352651.152611619
1973,291258.475514747
1974,314415.048130085
1975,468160.350497301
1976,266640.480072436
1977,343074.139487883
1978,352651.540700384
1979,341217.408221014
1980,221290.933511429
1981,313496.643508328
1982,223525.162135994
1983,213700.022536069
1984,175887.975184661
1985,220355.311961815
1986,206402.701972762
1987,195109.743749191
1988,179493.671957253
1989,194133.216302538
1990,213632.285610692
1991,244191.80601078
1992,216785.012970126
1993,165596.741765703
1994,226648.83906934
1995,187801.879367947
1996,262770.738116058
1997,282664.882904985
1998,298133.902754816
1999,296204.931057108
2000,310472.538563347
2001,273929.837837608
2002,222469.271684184
2003,254175.00218231
2004,280151.465262535
2005,213845.981245149
2006,226754.239115299
2007,243284.154835643
2008,208277.685618147
2009,205544.454687326
2010,193254.265835173
2011,139192.679470088
2012,174771.934492071
2013,187353.853862231
2014,185733.106894287
2015,213785.94026742
2016,205338.873211007
2017,194903.549678915
2018,125342.665533229
2019,131042.682222263
2020,93120.5705259526
2021,108612.106955247
2022,197669.879944971
2023,144921.2136121
2024,266361.681119409
2025,341527.399957849
2026,175045.016110546
2027,159602.764701063
2028,151475.224714396
2029,159065.058018569
2030,243291.123527275
2031,222876.531176741
2032,236220.423315523
2033,234139.093290686
2034,168060.318781165
2035,220060.831022077
2036,191202.733884146
2037,207137.695168545
2038,269945.996182946
2039,239093.33772412
2040,262275.429367352
2041,242487.364814931
2042,200569.16788747
2043,180477.531628231
2044,169920.808875128
2045,200777.340925354
2046,150517.408380093
2047,141284.322701574
2048,135335.528684448
2049,146548.828401647
2050,170446.275916732
2051,109723.558995308
2052,129150.299836134
2053,153766.873483164
2054,105482.951286129
2055,149522.636473407
2056,146697.275110257
2057,119515.884628265
2058,218711.601201169
2059,140924.331150698
2060,168832.668023464
2061,167079.101619711
2062,131019.632764916
2063,138167.597918089
2064,137687.099048188
2065,115627.913691297
2066,166839.526402134
2067,102938.460411849
2068,144623.916790413
2069,93020.018208747
2070,115744.111855707
2071,99216.7723099859
2072,148027.93277163
2073,134847.063435991
2074,169456.82193917
2075,149281.120234087
2076,125986.56459388
2077,154201.896571526
2078,122232.379270645
2079,138077.659214575
2080,110773.529880037
2081,119145.201597744
2082,121771.364983911
2083,143033.832590038
2084,110177.617898573
2085,124366.174170152
2086,131003.54146253
2087,122085.823773126
2088,104560.024318337
2089,87319.470738414
2090,129580.021571802
2091,108253.526261471
2092,124230.254889908
2093,107444.662609734
2094,109077.339148557
2095,152820.630325657
2096,86050.0258534712
2097,104476.570954536
2098,137844.601244871
2099,65618.6432743613
2100,71612.4437276784
2101,109678.979642277
2102,125599.092238851
2103,109239.16102825
2104,138185.9270201
2105,126906.903483718
2106,74861.5888674876
2107,191761.817287418
2108,116849.793880425
2109,113585.056550349
2110,127010.769146847
2111,144157.197697382
2112,135504.064752602
2113,110668.306638451
2114,123044.776705356
2115,156569.574886714
2116,100343.478611009
2117,157850.43563095
2118,132912.925713737
2119,114024.319700776
2120,121056.989242737
2121,91511.4185200918
2122,125571.375561147
2123,90720.0563366888
2124,164613.810039474
2125,152200.499354355
2126,154282.988041596
2127,152782.445590947
2128,117355.501539572
2129,92872.0350763163
2130,142133.083573135
2131,137332.856103969
2132,98573.7457094211
2133,111446.93058079
2134,122677.715394713
2135,92127.7033202212
2136,68924.3439874267
2137,119179.145622723
2138,135079.745948706
2139,144750.903707836
2140,132164.091199573
2141,147678.640442383
2142,126698.16899558
2143,140121.881216684
2144,103208.84907344
2145,137396.37618492
2146,171705.828099464
2147,136046.278320838
2148,131484.109649552
2149,144711.365246602
2150,243389.647765132
2151,115643.779196238
2152,163381.97699764
2153,166056.135392948
2154,99169.9833394846
2155,140184.889688057
2156,263745.170287424
2157,230410.27544097
2158,232524.242938546
2159,212113.411614298
2160,194535.001008822
2161,235846.939417979
2162,380805.361753751
2163,348340.415001531
2164,252854.59575567
2165,210539.215813397
2166,154144.376718057
2167,220469.430518863
2168,206264.38090486
2169,195985.987807206
2170,222173.516153008
2171,151628.266301226
2172,134813.208692018
2173,159550.765675973
2174,226305.405057017
2175,278428.962382377
2176,283923.207583383
2177,245603.028873464
2178,212051.23703235
2179,133412.559982959
2180,213915.611667347
2181,190160.564426977
2182,224978.356619493
2183,200130.176164073
2184,121693.056309795
2185,124068.311820059
2186,125689.368376871
2187,148686.367664866
2188,151705.884218029
2189,258425.702187747
2190,79601.3761083833
2191,83759.5614701667
2192,86777.3914110723
2193,99370.0821674301
2194,104800.001257744
2195,114675.013422441
2196,111377.086728259
2197,133533.993863494
2198,151029.284930836
2199,187024.46850853
2200,154596.843123951
2201,149439.173668945
2202,196832.280556775
2203,158509.523727602
2204,192073.066110402
2205,122751.907721212
2206,147955.277959376
2207,203839.414248455
2208,240536.69390505
2209,240022.04768601
2210,117498.919944904
2211,104696.70210355
2212,104850.523577092
2213,101263.263054845
2214,116935.891363521
2215,98064.6705255425
2216,138474.707516722
2217,84227.8895801509
2218,94905.147928144
2219,89945.9069560934
2220,83446.3746531626
2221,287426.910216508
2222,254377.380020022
2223,278710.498331206
2224,212769.830875378
2225,128639.947879052
2226,169597.239334904
2227,201876.32378012
2228,250174.280718675
2229,261306.708260651
2230,150645.60170377
2231,228294.243874386
2232,193135.568855333
2233,186635.766483354
2234,233542.345336183
2235,217056.072480122
2236,263377.976398524
2237,296370.709367592
2238,192040.367079959
2239,114012.368160283
2240,152452.657203644
2241,157092.594307853
2242,120474.424493542
2243,124922.477414963
2244,104750.587633996
2245,100828.660034848
2246,146707.339826736
2247,103715.6789473
2248,117663.010767505
2249,129761.83939732
2250,124259.158131864
2251,114071.495898188
2252,176040.477795734
2253,157354.611356589
2254,182057.715355938
2255,188098.370578897
2256,176394.895616833
2257,210688.006070571
2258,149563.817302155
2259,169980.161501637
2260,143317.956861295
2261,196549.697642349
2262,216736.239470527
2263,355751.954992277
2264,482067.752870986
2265,152938.327469912
2266,290405.637303879
2267,356585.221105811
2268,390625.326761241
2269,150711.12850977
2270,193942.160098143
2271,219437.65508705
2272,206669.510580695
2273,156970.898780308
2274,183281.836226275
2275,167355.094432585
2276,195648.010202617
2277,190532.595863407
2278,149886.356496229
2279,140698.803393016
2280,120479.169453081
2281,167247.668346594
2282,186977.848961939
2283,106238.168757255
2284,108975.569212556
2285,138507.087449568
2286,124203.426052496
2287,330472.502878574
2288,264504.099448451
2289,376601.92088442
2290,433376.62022709
2291,312641.542359294
2292,393218.442585365
2293,447230.823646479
2294,377672.674569242
2295,468286.582606172
2296,288421.140503122
2297,349231.892116393
2298,316614.000172963
2299,342827.137484515
2300,319072.153301773
2301,307413.919260677
2302,256878.315375465
2303,252897.268349516
2304,250152.660862566
2305,209639.878455739
2306,203297.077370324
2307,209906.139155828
2308,254433.725316256
2309,265977.602192424
2310,228018.672673404
2311,214758.625114997
2312,177113.294991521
2313,172188.917738205
2314,167600.932391836
2315,185015.712203461
2316,190821.256093314
2317,187561.897880689
2318,183975.823174195
2319,187685.355140045
2320,185465.108910301
2321,231788.245239255
2322,191044.962810161
2323,189229.829948442
2324,181817.77963979
2325,212326.28164114
2326,176895.161095953
2327,204857.564697835
2328,223543.241199095
2329,196710.054403909
2330,186398.339640739
2331,350036.005424576
2332,382428.903105319
2333,315982.909947994
2334,257688.261843369
2335,265603.298440734
2336,307707.23544802
2337,197754.027601788
2338,254791.776796944
2339,212467.89706908
2340,347139.107417367
2341,219797.530133453
2342,225144.088934828
2343,232260.23520468
2344,196769.22727344
2345,222789.03954067
2346,218820.400730453
2347,192223.270122673
2348,248812.870724988
2349,190339.985233859
2350,297699.698457461
2351,246418.57751712
2352,232049.531069145
2353,241291.923438303
2354,136565.081681319
2355,141210.757956638
2356,150279.929207317
2357,184888.308172741
2358,193741.100685386
2359,139765.403636653
2360,113608.957668426
2361,141178.14989142
2362,268009.091808665
2363,139611.046124215
2364,144625.900690381
2365,213391.830828663
2366,187135.974911393
2367,212477.449872187
2368,207019.411134258
2369,211373.537763898
2370,164951.74967838
2371,161232.791714622
2372,183097.797352441
2373,257161.758146879
2374,302966.956085626
2375,238105.557429136
2376,297000.490302764
2377,331895.100633617
2378,155056.391652913
2379,202842.989231036
2380,155573.35705492
2381,164589.844452528
2382,197876.208304777
2383,192681.780693759
2384,237723.828351456
2385,160143.579224041
2386,131899.129885591
2387,134422.590617149
2388,92803.8049533385
2389,123875.429601377
2390,160427.68818833
2391,143513.025681919
2392,115016.242011501
2393,178928.194837918
2394,148595.436198769
2395,198434.916187045
2396,146240.454090393
2397,205503.575153004
2398,127466.529899801
2399,63233.1598602313
2400,78085.1884290972
2401,107918.48153364
2402,142340.935884574
2403,145399.051826137
2404,160699.804486056
2405,161438.554796364
2406,133112.288403822
2407,132343.675287064
2408,147608.518551225
2409,133022.97493647
2410,163539.038670187
2411,115410.163631143
2412,155753.800729046
2413,133967.613518887
2414,138186.099039133
2415,133169.358495511
2416,137242.440681704
2417,131154.30655045
2418,125700.825827257
2419,136666.765083404
2420,128635.145793145
2421,150589.892316114
2422,128354.330806905
2423,125585.971460457
2424,164504.505569173
2425,197752.205487841
2426,128908.243424308
2427,132225.539764589
2428,173012.830669871
2429,117929.18413105
2430,130933.371167007
2431,109610.513810927
2432,143542.316792519
2433,138845.728598929
2434,135620.624173771
2435,150480.612873353
2436,111719.15781552
2437,111989.397218514
2438,127528.308103356
2439,105064.711035274
2440,125009.206834108
2441,92825.5890708659
2442,103310.136574604
2443,116587.97431301
2444,136956.795947265
2445,95497.6215133168
2446,143347.397447841
2447,165764.530606802
2448,141532.451464502
2449,111919.38076019
2450,139987.291164249
2451,130543.608187253
2452,199064.466887217
2453,102426.682550125
2454,116847.121041309
2455,117472.388267725
2456,136875.464969909
2457,145844.207214908
2458,144821.643551662
2459,121149.197861271
2460,138845.4258797
2461,135640.860856126
2462,135796.530181714
2463,128138.326542017
2464,167316.917880949
2465,132276.777796901
2466,106614.799635118
2467,151749.380986208
2468,106359.638853708
2469,93520.2461210652
2470,178172.206801928
2471,167823.069071975
2472,151563.107175798
2473,103445.069667829
2474,75589.1828530073
2475,204423.023398136
2476,100985.857625287
2477,120628.748693662
2478,148996.605913514
2479,97082.7868862116
2480,138096.796572393
2481,128045.459910673
2482,121337.917141786
2483,111393.276550319
2484,114870.448300162
2485,126072.940914986
2486,158166.131675311
2487,168628.325380039
2488,156716.388193967
2489,150522.740454888
2490,143090.260226177
2491,105894.576202955
2492,181025.712610958
2493,150165.006963957
2494,133636.030522497
2495,88066.3411130447
2496,223849.648226021
2497,154463.106479711
2498,111681.22762013
2499,90748.7593956442
2500,128445.478032597
2501,152314.132222144
2502,159901.699459775
2503,94037.8821499315
2504,152249.048800378
2505,242647.056739261
2506,249885.187523546
2507,273136.646998184
2508,249286.10383687
2509,218789.108009993
2510,222405.940030276
2511,172717.145005423
2512,210317.741404267
2513,219430.137521341
2514,249450.174225214
2515,152547.713250678
2516,188455.966931532
2517,150430.367606152
2518,162573.378484558
2519,254307.3783536
2520,221309.366311803
2521,188086.598134516
2522,228141.052847608
2523,116711.629236965
2524,136691.716665985
2525,125062.8011382
2526,137535.757525617
2527,125816.848496659
2528,127330.339379608
2529,129546.005358114
2530,119445.914301365
2531,245436.305005467
2532,228704.306925215
2533,190970.979725477
2534,239335.162346321
2535,283462.921645547
2536,238480.06318279
2537,245383.549085959
2538,188937.327994434
2539,183994.32595244
2540,183703.441057356
2541,185313.279655429
2542,164406.172136161
2543,128108.655908124
2544,111544.155581029
2545,141403.3760672
2546,128449.09311792
2547,126320.207236503
2548,161648.515038213
2549,167122.295376759
2550,957831.121878587
2551,144716.516519917
2552,125870.475669288
2553,74783.0969726061
2554,98298.1704214709
2555,115945.124783992
2556,103853.365343152
2557,103232.67384694
2558,170237.200970452
2559,143664.112719161
2560,157562.239170805
2561,149704.73686259
2562,153261.914676819
2563,148315.324699894
2564,190967.445901272
2565,153088.095025273
2566,170675.669328007
2567,128833.565816699
2568,206038.742891584
2569,255282.768053404
2570,115332.414337903
2571,207988.683081056
2572,142794.230017839
2573,225360.061965816
2574,297383.193892826
2575,128078.00451406
2576,109001.566471442
2577,145400.72637228
2578,79643.9917542517
2579,65517.4374233424
2580,105117.528331329
2581,118334.525708074
2582,107011.541975983
2583,267830.936411445
2584,179702.875938287
2585,195650.075432664
2586,214383.847832362
2587,186749.241483179
2588,142297.936661977
2589,146545.792933009
2590,216088.867912221
2591,200379.491170269
2592,209507.05223845
2593,239128.188515348
2594,177851.280949137
2595,198210.814639528
2596,264520.059071286
2597,192027.894445851
2598,304526.475344358
2599,318224.879582976
2600,151796.38165185
2601,144344.554606072
2602,90461.5565145577
2603,100645.456673774
2604,90801.2843777454
2605,78347.9842019191
2606,151918.446040271
2607,214089.835181589
2608,174402.428582497
2609,168487.545784451
2610,110882.320509182
2611,120045.449817607
2612,163013.876056588
2613,126260.970816017
2614,122494.493422668
2615,150615.099274416
2616,146845.863697975
2617,176412.579258107
2618,209475.257990043
2619,203019.352252495
2620,189728.652431228
2621,180901.641635857
2622,186486.717873766
2623,230831.044643598
2624,313347.492921051
2625,302524.492099218
2626,166850.643024599
2627,170792.426144889
2628,453697.256365412
2629,469393.849473331
2630,388730.851517965
2631,436263.642515745
2632,381096.036809445
2633,304073.68190638
2634,383086.19006023
2635,162780.880784627
2636,185103.267321619
2637,175145.361518015
2638,249126.187153146
2639,182838.038360028
2640,151600.029200453
2641,110248.974687091
2642,182331.058991133
2643,102498.361569445
2644,120723.44577429
2645,111280.097216418
2646,100216.100495687
2647,107928.098952349
2648,131341.546534633
2649,145624.03404378
2650,126730.42425105
2651,146833.183458557
2652,374217.939024497
2653,251577.59931322
2654,254598.342014205
2655,359359.73043884
2656,312327.191300058
2657,335356.563380449
2658,299060.193693678
2659,307794.570971277
2660,357621.791612778
2661,339926.101035079
2662,330847.352728622
2663,290361.323569709
2664,258166.542787391
2665,299189.196857083
2666,275279.289127639
2667,175659.24120741
2668,177692.205490904
2669,180961.838788204
2670,261291.194520082
2671,187431.867301614
2672,200759.111537883
2673,198182.907879874
2674,196099.767440167
2675,186590.297354696
2676,194967.769076768
2677,195939.561259916
2678,229757.436673449
2679,272720.350076598
2680,287419.918468744
2681,359168.632775326
2682,308560.789431206
2683,442612.79639176
2684,324199.272250587
2685,302297.874632281
2686,244527.365125394
2687,278753.865313033
2688,207017.087520156
2689,206351.287354433
2690,367019.878956876
2691,188360.710015092
2692,141545.794843701
2693,202062.272103137
2694,134398.309045037
2695,190207.214932244
2696,181732.680016341
2697,192015.036209503
2698,168981.984857467
2699,178684.214749886
2700,149770.134234921
2701,153692.457462866
2702,122079.870782281
2703,119690.226298288
2704,143911.931692266
2705,119541.362291718
2706,110072.578525405
2707,122918.839937613
2708,133464.409761693
2709,100357.439144027
2710,120693.199290414
2711,350572.913226971
2712,360290.052342291
2713,170862.607257123
2714,145209.207801762
2715,163491.04043098
2716,145626.039123364
2717,193554.863286089
2718,216415.206549802
2719,153586.341711897
2720,156679.238484611
2721,130578.326724466
2722,155204.824638647
2723,139260.931090997
2724,138620.376603294
2725,132614.209113312
2726,147631.442649106
2727,157796.80846802
2728,176175.384450197
2729,146170.944678124
2730,152117.562353909
2731,119433.657618273
2732,135975.666508825
2733,165816.518754836
2734,176353.18733361
2735,150130.955976803
2736,143229.587797308
2737,120030.186295457
2738,135677.990645167
2739,153197.97794241
2740,129131.875241644
2741,141452.403638722
2742,156897.905385749
2743,155771.74708557
2744,164382.595891315
2745,136814.593589921
2746,157696.138335195
2747,154894.465727867
2748,124678.096317871
2749,132823.034913136
2750,137940.216692694
2751,142701.875456507
2752,180261.010978625
2753,155521.704976669
2754,219823.217028632
2755,144635.503526452
2756,93677.0715492304
2757,73248.6862767562
2758,98212.4879407868
2759,149537.673056736
2760,135749.36701003
2761,144623.533817503
2762,154153.726866149
2763,193808.01975769
2764,150293.280612808
2765,275589.76058254
2766,139246.689231543
2767,85850.4964724545
2768,124724.326253362
2769,135698.149343299
2770,139860.974769291
2771,116163.164701178
2772,107734.177804668
2773,165821.003883671
2774,142925.520792675
2775,114032.02708185
2776,141065.757082033
2777,152167.470900884
2778,102106.287658218
2779,125581.340855391
2780,95724.6912200964
2781,99120.6370196511
2782,102507.383107122
2783,109419.395015438
2784,117326.493022052
2785,131579.226263564
2786,77996.637609526
2787,132717.647773901
2788,83802.6720575182
2789,166334.940364633
2790,96090.7127690199
2791,114593.903022627
2792,65007.2989424003
2793,146746.759182818
2794,100875.343122772
2795,119510.454493106
2796,99478.4958389275
2797,188587.664892434
2798,96868.6570365818
2799,103722.909742908
2800,83206.4434278451
2801,95063.4189990432
2802,129247.010898168
2803,152193.989001223
2804,132026.996071245
2805,98631.4794105932
2806,88688.8434342006
2807,150145.155544346
2808,143607.124840264
2809,130812.991883443
2810,135193.596191836
2811,155728.683284842
2812,162989.772794764
2813,169760.646396276
2814,169100.967304626
2815,83296.7791466349
2816,221253.179298389
2817,159806.01978979
2818,127690.849016799
2819,180190.349250927
2820,141465.596813827
2821,95382.4354575031
2822,186787.841593381
2823,289476.038250574
2824,182314.597106903
2825,155936.358755391
2826,127296.730669704
2827,136637.673069813
2828,232095.696016129
2829,186475.021848959
2830,229677.169327016
2831,179407.587477879
2832,241516.411389874
2833,273504.812134585
2834,231777.246486896
2835,237676.179918007
2836,187231.574539449
2837,151594.451664061
2838,152229.900987804
2839,187843.609994513
2840,200014.991412642
2841,207950.491593403
2842,239134.859210889
2843,151634.378658973
2844,156309.337215306
2845,117050.72929935
2846,206385.212464326
2847,219485.654746873
2848,205267.266202634
2849,197591.45706767
